Reference Area,Reference Period,Indicator,Sex,Measure Type,Value
Scotland,2009,Fruit & vegetable consumption (mean daily portions),Female,95% Lower Confidence Limit,3.3
Scotland,2009,Fruit & vegetable consumption (mean daily portions),Female,95% Upper Confidence Limit,3.5
Scotland,2009,Fruit & vegetable consumption (mean daily portions),Male,Mean,3.1
Scotland,2009,Fruit & vegetable consumption (mean daily portions),Male,95% Lower Confidence Limit,3
Scotland,2009,Fruit & vegetable consumption (mean daily portions),Male,95% Upper Confidence Limit,3.3
Scotland,2009,Fruit & vegetable consumption (mean daily portions) (children),All,Mean,2.8
Scotland,2009,Fruit & vegetable consumption (mean daily portions) (children),All,95% Lower Confidence Limit,2.7
Scotland,2009,Fruit & vegetable consumption (mean daily portions) (children),All,95% Upper Confidence Limit,2.9
Scotland,2009,Fruit & vegetable consumption (mean daily portions) (children),Female,Mean,2.9
Scotland,2009,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Lower Confidence Limit,2.7
Scotland,2009,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Upper Confidence Limit,3
Scotland,2009,Fruit & vegetable consumption (mean daily portions) (children),Male,Mean,2.7
Scotland,2009,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Lower Confidence Limit,2.6
Scotland,2009,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Upper Confidence Limit,2.8
Scotland,2009,Mental wellbeing,All,Mean,49.7
Scotland,2009,Mental wellbeing,All,95% Lower Confidence Limit,49.5
Scotland,2009,Mental wellbeing,All,95% Upper Confidence Limit,50
Scotland,2009,Mental wellbeing,Female,Mean,49.7
Scotland,2009,Mental wellbeing,Female,95% Lower Confidence Limit,49.3
Scotland,2009,Mental wellbeing,Female,95% Upper Confidence Limit,50
Scotland,2009,Mental wellbeing,Male,Mean,49.9
Scotland,2009,Mental wellbeing,Male,95% Lower Confidence Limit,49.5
Scotland,2009,Mental wellbeing,Male,95% Upper Confidence Limit,50.2
Scotland,2010,Alcohol consumption (mean weekly units),All,Mean,13.7
Scotland,2010,Alcohol consumption (mean weekly units),All,95% Lower Confidence Limit,13
Scotland,2010,Alcohol consumption (mean weekly units),All,95% Upper Confidence Limit,14.3
Scotland,2010,Alcohol consumption (mean weekly units),Female,Mean,9.2
Scotland,2010,Alcohol consumption (mean weekly units),Female,95% Lower Confidence Limit,8.7
Scotland,2010,Alcohol consumption (mean weekly units),Female,95% Upper Confidence Limit,9.7
Scotland,2010,Alcohol consumption (mean weekly units),Male,Mean,18.3
Scotland,2010,Alcohol consumption (mean weekly units),Male,95% Lower Confidence Limit,17.2
Scotland,2010,Alcohol consumption (mean weekly units),Male,95% Upper Confidence Limit,19.4
Scotland,2010,Fruit & vegetable consumption (mean daily portions),All,Mean,3.2
Scotland,2010,Fruit & vegetable consumption (mean daily portions),All,95% Lower Confidence Limit,3.1
Scotland,2010,Fruit & vegetable consumption (mean daily portions),All,95% Upper Confidence Limit,3.3
Scotland,2010,Fruit & vegetable consumption (mean daily portions),Female,Mean,3.3
Scotland,2010,Fruit & vegetable consumption (mean daily portions),Female,95% Lower Confidence Limit,3.2
Scotland,2010,Fruit & vegetable consumption (mean daily portions),Female,95% Upper Confidence Limit,3.4
Scotland,2010,Fruit & vegetable consumption (mean daily portions),Male,Mean,3.1
Scotland,2010,Fruit & vegetable consumption (mean daily portions),Male,95% Lower Confidence Limit,2.9
Scotland,2010,Fruit & vegetable consumption (mean daily portions),Male,95% Upper Confidence Limit,3.2
Scotland,2010,Fruit & vegetable consumption (mean daily portions) (children),All,Mean,2.6
Scotland,2010,Fruit & vegetable consumption (mean daily portions) (children),All,95% Lower Confidence Limit,2.5
Scotland,2010,Fruit & vegetable consumption (mean daily portions) (children),All,95% Upper Confidence Limit,2.8
Scotland,2010,Fruit & vegetable consumption (mean daily portions) (children),Female,Mean,2.7
Scotland,2010,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Lower Confidence Limit,2.5
Scotland,2010,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Upper Confidence Limit,2.8
Scotland,2010,Fruit & vegetable consumption (mean daily portions) (children),Male,Mean,2.6
Scotland,2010,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Lower Confidence Limit,2.4
Scotland,2010,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Upper Confidence Limit,2.8
Scotland,2010,Mental wellbeing,All,Mean,49.9
Scotland,2010,Mental wellbeing,All,95% Lower Confidence Limit,49.6
Scotland,2010,Mental wellbeing,All,95% Upper Confidence Limit,50.2
Scotland,2010,Mental wellbeing,Female,Mean,49.6
Scotland,2010,Mental wellbeing,Female,95% Lower Confidence Limit,49.3
Scotland,2010,Mental wellbeing,Female,95% Upper Confidence Limit,49.9
Scotland,2010,Mental wellbeing,Male,Mean,50.2
Scotland,2010,Mental wellbeing,Male,95% Lower Confidence Limit,49.9
Scotland,2010,Mental wellbeing,Male,95% Upper Confidence Limit,50.6
Scotland,2011,Alcohol consumption (mean weekly units),All,Mean,13
Scotland,2011,Alcohol consumption (mean weekly units),All,95% Lower Confidence Limit,12.4
Scotland,2011,Alcohol consumption (mean weekly units),All,95% Upper Confidence Limit,13.6
Scotland,2011,Alcohol consumption (mean weekly units),Female,Mean,9.1
Scotland,2011,Alcohol consumption (mean weekly units),Female,95% Lower Confidence Limit,8.6
Scotland,2011,Alcohol consumption (mean weekly units),Female,95% Upper Confidence Limit,9.6
Scotland,2011,Alcohol consumption (mean weekly units),Male,Mean,17
Scotland,2011,Alcohol consumption (mean weekly units),Male,95% Lower Confidence Limit,16.1
Scotland,2011,Alcohol consumption (mean weekly units),Male,95% Upper Confidence Limit,17.9
Scotland,2011,Fruit & vegetable consumption (mean daily portions),All,Mean,3.2
Scotland,2011,Fruit & vegetable consumption (mean daily portions),All,95% Lower Confidence Limit,3.1
Scotland,2011,Fruit & vegetable consumption (mean daily portions),All,95% Upper Confidence Limit,3.3
Scotland,2011,Fruit & vegetable consumption (mean daily portions),Female,Mean,3.3
Scotland,2011,Fruit & vegetable consumption (mean daily portions),Female,95% Lower Confidence Limit,3.2
Scotland,2011,Fruit & vegetable consumption (mean daily portions),Female,95% Upper Confidence Limit,3.4
Scotland,2011,Fruit & vegetable consumption (mean daily portions),Male,Mean,3.1
Scotland,2011,Fruit & vegetable consumption (mean daily portions),Male,95% Lower Confidence Limit,3
Scotland,2011,Fruit & vegetable consumption (mean daily portions),Male,95% Upper Confidence Limit,3.2
Scotland,2011,Fruit & vegetable consumption (mean daily portions) (children),All,Mean,2.7
Scotland,2011,Fruit & vegetable consumption (mean daily portions) (children),All,95% Lower Confidence Limit,2.6
Scotland,2011,Fruit & vegetable consumption (mean daily portions) (children),All,95% Upper Confidence Limit,2.9
Scotland,2011,Fruit & vegetable consumption (mean daily portions) (children),Female,Mean,2.8
Scotland,2011,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Lower Confidence Limit,2.6
Scotland,2011,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Upper Confidence Limit,2.9
Scotland,2011,Fruit & vegetable consumption (mean daily portions) (children),Male,Mean,2.7
Scotland,2011,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Lower Confidence Limit,2.6
Scotland,2011,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Upper Confidence Limit,2.9
Scotland,2011,Mental wellbeing,All,Mean,49.9
Scotland,2011,Mental wellbeing,All,95% Lower Confidence Limit,49.6
Scotland,2011,Mental wellbeing,All,95% Upper Confidence Limit,50.2
Scotland,2011,Mental wellbeing,Female,Mean,49.7
Scotland,2011,Mental wellbeing,Female,95% Lower Confidence Limit,49.4
Scotland,2011,Mental wellbeing,Female,95% Upper Confidence Limit,50
Scotland,2011,Mental wellbeing,Male,Mean,50.2
Scotland,2011,Mental wellbeing,Male,95% Lower Confidence Limit,49.8
Scotland,2011,Mental wellbeing,Male,95% Upper Confidence Limit,50.5
Scotland,2012,Fruit & vegetable consumption (mean daily portions) (children),All,Mean,2.7
Scotland,2012,Fruit & vegetable consumption (mean daily portions) (children),All,95% Lower Confidence Limit,2.6
Scotland,2012,Fruit & vegetable consumption (mean daily portions) (children),All,95% Upper Confidence Limit,2.9
Scotland,2012,Fruit & vegetable consumption (mean daily portions) (children),Female,Mean,2.9
Scotland,2012,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Lower Confidence Limit,2.7
Scotland,2012,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Upper Confidence Limit,3.1
Scotland,2012,Fruit & vegetable consumption (mean daily portions) (children),Male,Mean,2.5
Scotland,2012,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Lower Confidence Limit,2.3
Scotland,2012,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Upper Confidence Limit,2.7
Scotland,2013,Fruit & vegetable consumption (mean daily portions) (children),All,Mean,2.7
Scotland,2013,Fruit & vegetable consumption (mean daily portions) (children),All,95% Lower Confidence Limit,2.6
Scotland,2013,Fruit & vegetable consumption (mean daily portions) (children),All,95% Upper Confidence Limit,2.9
Scotland,2013,Fruit & vegetable consumption (mean daily portions) (children),Female,Mean,2.8
Scotland,2013,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Lower Confidence Limit,2.6
Scotland,2013,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Upper Confidence Limit,3
Scotland,2013,Fruit & vegetable consumption (mean daily portions) (children),Male,Mean,2.7
Scotland,2013,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Lower Confidence Limit,2.5
Scotland,2013,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Upper Confidence Limit,2.9
Scotland,2014,Fruit & vegetable consumption (mean daily portions) (children),All,Mean,2.8
Scotland,2014,Fruit & vegetable consumption (mean daily portions) (children),All,95% Lower Confidence Limit,2.6
Scotland,2014,Fruit & vegetable consumption (mean daily portions) (children),All,95% Upper Confidence Limit,2.9
Scotland,2014,Fruit & vegetable consumption (mean daily portions) (children),Female,Mean,2.8
Scotland,2014,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Lower Confidence Limit,2.6
Scotland,2014,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Upper Confidence Limit,3
Scotland,2014,Fruit & vegetable consumption (mean daily portions) (children),Male,Mean,2.7
Scotland,2014,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Lower Confidence Limit,2.5
Scotland,2014,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Upper Confidence Limit,2.9
Scotland,2015,Fruit & vegetable consumption (mean daily portions) (children),All,Mean,2.7
Scotland,2015,Fruit & vegetable consumption (mean daily portions) (children),All,95% Lower Confidence Limit,2.6
Scotland,2015,Fruit & vegetable consumption (mean daily portions) (children),All,95% Upper Confidence Limit,2.9
Scotland,2015,Fruit & vegetable consumption (mean daily portions) (children),Female,Mean,2.8
Scotland,2015,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Lower Confidence Limit,2.6
Scotland,2015,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Upper Confidence Limit,3
Scotland,2015,Fruit & vegetable consumption (mean daily portions) (children),Male,Mean,2.7
Scotland,2015,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Lower Confidence Limit,2.5
Scotland,2015,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Upper Confidence Limit,2.8
Scotland,2016,Fruit & vegetable consumption (mean daily portions) (children),All,Mean,2.8
Scotland,2016,Fruit & vegetable consumption (mean daily portions) (children),All,95% Lower Confidence Limit,2.6
Scotland,2016,Fruit & vegetable consumption (mean daily portions) (children),All,95% Upper Confidence Limit,2.9
Scotland,2016,Fruit & vegetable consumption (mean daily portions) (children),Female,Mean,2.9
Scotland,2016,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Lower Confidence Limit,2.7
Scotland,2016,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Upper Confidence Limit,3.1
Scotland,2016,Fruit & vegetable consumption (mean daily portions) (children),Male,Mean,2.7
Scotland,2016,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Lower Confidence Limit,2.5
Scotland,2016,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Upper Confidence Limit,2.8
Scotland,2017,Fruit & vegetable consumption (mean daily portions) (children),All,Mean,2.9
Scotland,2017,Fruit & vegetable consumption (mean daily portions) (children),All,95% Lower Confidence Limit,2.7
Scotland,2017,Fruit & vegetable consumption (mean daily portions) (children),All,95% Upper Confidence Limit,3
Scotland,2017,Fruit & vegetable consumption (mean daily portions) (children),Female,Mean,2.9
Scotland,2017,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Lower Confidence Limit,2.7
Scotland,2017,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Upper Confidence Limit,3.1
Scotland,2017,Fruit & vegetable consumption (mean daily portions) (children),Male,Mean,2.8
Scotland,2017,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Lower Confidence Limit,2.6
Scotland,2017,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Upper Confidence Limit,3.1
Scotland,2018,Fruit & vegetable consumption (mean daily portions) (children),All,Mean,2.8
Scotland,2018,Fruit & vegetable consumption (mean daily portions) (children),All,95% Lower Confidence Limit,2.7
Scotland,2018,Fruit & vegetable consumption (mean daily portions) (children),All,95% Upper Confidence Limit,3
Scotland,2018,Fruit & vegetable consumption (mean daily portions) (children),Female,Mean,2.8
Scotland,2018,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Lower Confidence Limit,2.7
Scotland,2018,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Upper Confidence Limit,3
Scotland,2018,Fruit & vegetable consumption (mean daily portions) (children),Male,Mean,2.8
Scotland,2018,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Lower Confidence Limit,2.6
Scotland,2018,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Upper Confidence Limit,3
Scotland,2019,Alcohol consumption (mean weekly units),All,Mean,12.1
Scotland,2019,Alcohol consumption (mean weekly units),All,95% Lower Confidence Limit,11.3
Scotland,2019,Alcohol consumption (mean weekly units),All,95% Upper Confidence Limit,12.8
Scotland,2019,Alcohol consumption (mean weekly units),Female,Mean,8.8
Scotland,2019,Alcohol consumption (mean weekly units),Female,95% Lower Confidence Limit,8.1
Scotland,2019,Alcohol consumption (mean weekly units),Female,95% Upper Confidence Limit,9.5
Scotland,2019,Alcohol consumption (mean weekly units),Male,Mean,15.5
Scotland,2019,Alcohol consumption (mean weekly units),Male,95% Lower Confidence Limit,14.3
Scotland,2019,Alcohol consumption (mean weekly units),Male,95% Upper Confidence Limit,16.6
Scotland,2019,Fruit & vegetable consumption (mean daily portions),All,Mean,3.3
Scotland,2019,Fruit & vegetable consumption (mean daily portions),All,95% Lower Confidence Limit,3.2
Scotland,2019,Fruit & vegetable consumption (mean daily portions),All,95% Upper Confidence Limit,3.4
Scotland,2019,Fruit & vegetable consumption (mean daily portions),Female,Mean,3.3
Scotland,2019,Fruit & vegetable consumption (mean daily portions),Female,95% Lower Confidence Limit,3.2
Scotland,2019,Fruit & vegetable consumption (mean daily portions),Female,95% Upper Confidence Limit,3.5
Scotland,2019,Fruit & vegetable consumption (mean daily portions),Male,Mean,3.2
Scotland,2019,Fruit & vegetable consumption (mean daily portions),Male,95% Lower Confidence Limit,3.1
Scotland,2019,Fruit & vegetable consumption (mean daily portions),Male,95% Upper Confidence Limit,3.4
Scotland,2019,Fruit & vegetable consumption (mean daily portions) (children),All,Mean,2.8
Scotland,2019,Fruit & vegetable consumption (mean daily portions) (children),All,95% Lower Confidence Limit,2.7
Scotland,2019,Fruit & vegetable consumption (mean daily portions) (children),All,95% Upper Confidence Limit,2.9
Scotland,2019,Fruit & vegetable consumption (mean daily portions) (children),Female,Mean,3
Scotland,2019,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Lower Confidence Limit,2.8
Scotland,2019,Fruit & vegetable consumption (mean daily portions) (children),Female,95% Upper Confidence Limit,3.2
Scotland,2019,Fruit & vegetable consumption (mean daily portions) (children),Male,Mean,2.6
Scotland,2019,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Lower Confidence Limit,2.5
Scotland,2019,Fruit & vegetable consumption (mean daily portions) (children),Male,95% Upper Confidence Limit,2.8
Scotland,2019,Mental wellbeing,All,Mean,49.8
Scotland,2019,Mental wellbeing,All,95% Lower Confidence Limit,49.4
Scotland,2019,Mental wellbeing,All,95% Upper Confidence Limit,50.1
Scotland,2019,Mental wellbeing,Female,Mean,49.7
Scotland,2019,Mental wellbeing,Female,95% Lower Confidence Limit,49.2
Scotland,2019,Mental wellbeing,Female,95% Upper Confidence Limit,50.1
Scotland,2019,Mental wellbeing,Male,Mean,49.9
Scotland,2019,Mental wellbeing,Male,95% Lower Confidence Limit,49.4
Scotland,2019,Mental wellbeing,Male,95% Upper Confidence Limit,50.4
Scotland,2008,Healthy weight: Healthy weight,All,Percent,33
Scotland,2008,Healthy weight: Healthy weight,All,95% Lower Confidence Limit,31.4
Scotland,2008,Healthy weight: Healthy weight,All,95% Upper Confidence Limit,34.6
Scotland,2008,Healthy weight: Healthy weight,Female,Percent,36
Scotland,2008,Healthy weight: Healthy weight,Female,95% Lower Confidence Limit,34.2
Scotland,2008,Healthy weight: Healthy weight,Female,95% Upper Confidence Limit,38.3
Scotland,2008,Healthy weight: Healthy weight,Male,Percent,30
Scotland,2008,Healthy weight: Healthy weight,Male,95% Lower Confidence Limit,27.3
Scotland,2008,Healthy weight: Healthy weight,Male,95% Upper Confidence Limit,31.8
Scotland,2008,Healthy weight: Not healthy weight,All,Percent,67
Scotland,2008,Healthy weight: Not healthy weight,All,95% Lower Confidence Limit,65.4
Scotland,2008,Healthy weight: Not healthy weight,All,95% Upper Confidence Limit,68.6
Scotland,2008,Healthy weight: Not healthy weight,Female,Percent,64
Scotland,2008,Healthy weight: Not healthy weight,Female,95% Lower Confidence Limit,61.7
Scotland,2008,Healthy weight: Not healthy weight,Female,95% Upper Confidence Limit,65.8
Scotland,2008,Healthy weight: Not healthy weight,Male,Percent,70
Scotland,2008,Healthy weight: Not healthy weight,Male,95% Lower Confidence Limit,68.2
Scotland,2008,Healthy weight: Not healthy weight,Male,95% Upper Confidence Limit,72.7
Scotland,2008,Morbid obesity: Morbidly obese,All,Percent,2
Scotland,2008,Morbid obesity: Morbidly obese,All,95% Lower Confidence Limit,1.9
Scotland,2008,Morbid obesity: Morbidly obese,All,95% Upper Confidence Limit,2.8
Scotland,2008,Morbid obesity: Morbidly obese,Female,Percent,3
Scotland,2008,Morbid obesity: Morbidly obese,Female,95% Lower Confidence Limit,2.6
Scotland,2008,Morbid obesity: Morbidly obese,Female,95% Upper Confidence Limit,4.1
Scotland,2008,Morbid obesity: Morbidly obese,Male,Percent,1
Scotland,2008,Morbid obesity: Morbidly obese,Male,95% Lower Confidence Limit,0.9
Scotland,2008,Morbid obesity: Morbidly obese,Male,95% Upper Confidence Limit,1.9
Scotland,2008,Morbid obesity: Not morbidly obese,All,Percent,98
Scotland,2008,Morbid obesity: Not morbidly obese,All,95% Lower Confidence Limit,97.2
Scotland,2008,Morbid obesity: Not morbidly obese,All,95% Upper Confidence Limit,98.1
Scotland,2008,Morbid obesity: Not morbidly obese,Female,Percent,97
Scotland,2008,Morbid obesity: Not morbidly obese,Female,95% Lower Confidence Limit,95.9
Scotland,2008,Morbid obesity: Not morbidly obese,Female,95% Upper Confidence Limit,97.4
Scotland,2008,Morbid obesity: Not morbidly obese,Male,Percent,99
Scotland,2008,Morbid obesity: Not morbidly obese,Male,95% Lower Confidence Limit,98.1
Scotland,2008,Morbid obesity: Not morbidly obese,Male,95% Upper Confidence Limit,99.1
Scotland,2009,Healthy weight: Healthy weight,All,Percent,34
Scotland,2009,Healthy weight: Healthy weight,All,95% Lower Confidence Limit,32.2
Scotland,2009,Healthy weight: Healthy weight,All,95% Upper Confidence Limit,35.2
Scotland,2009,Healthy weight: Healthy weight,Female,Percent,37
Scotland,2009,Healthy weight: Healthy weight,Female,95% Lower Confidence Limit,34.7
Scotland,2009,Healthy weight: Healthy weight,Female,95% Upper Confidence Limit,38.4
Scotland,2009,Healthy weight: Healthy weight,Male,Percent,31
Scotland,2009,Healthy weight: Healthy weight,Male,95% Lower Confidence Limit,28.6
Scotland,2009,Healthy weight: Healthy weight,Male,95% Upper Confidence Limit,33
Scotland,2009,Healthy weight: Not healthy weight,All,Percent,66
Scotland,2009,Healthy weight: Not healthy weight,All,95% Lower Confidence Limit,64.8
Scotland,2009,Healthy weight: Not healthy weight,All,95% Upper Confidence Limit,67.8
Scotland,2009,Healthy weight: Not healthy weight,Female,Percent,63
Scotland,2009,Healthy weight: Not healthy weight,Female,95% Lower Confidence Limit,61.6
Scotland,2009,Healthy weight: Not healthy weight,Female,95% Upper Confidence Limit,65.3
Scotland,2009,Healthy weight: Not healthy weight,Male,Percent,69
Scotland,2009,Healthy weight: Not healthy weight,Male,95% Lower Confidence Limit,67
Scotland,2009,Healthy weight: Not healthy weight,Male,95% Upper Confidence Limit,71.4
Scotland,2009,Morbid obesity: Morbidly obese,All,Percent,3
Scotland,2009,Morbid obesity: Morbidly obese,All,95% Lower Confidence Limit,2.2
Scotland,2009,Morbid obesity: Morbidly obese,All,95% Upper Confidence Limit,3.2
Scotland,2009,Morbid obesity: Morbidly obese,Female,Percent,4
Scotland,2009,Morbid obesity: Morbidly obese,Female,95% Lower Confidence Limit,3
Scotland,2009,Morbid obesity: Morbidly obese,Female,95% Upper Confidence Limit,4.3
Scotland,2009,Morbid obesity: Morbidly obese,Male,Percent,2
Scotland,2009,Morbid obesity: Morbidly obese,Male,95% Lower Confidence Limit,1.1
Scotland,2009,Morbid obesity: Morbidly obese,Male,95% Upper Confidence Limit,2.2
Scotland,2009,Morbid obesity: Not morbidly obese,All,Percent,97
Scotland,2009,Morbid obesity: Not morbidly obese,All,95% Lower Confidence Limit,96.8
Scotland,2009,Morbid obesity: Not morbidly obese,All,95% Upper Confidence Limit,97.8
Scotland,2009,Morbid obesity: Not morbidly obese,Female,Percent,96
Scotland,2009,Morbid obesity: Not morbidly obese,Female,95% Lower Confidence Limit,95.7
Scotland,2009,Morbid obesity: Not morbidly obese,Female,95% Upper Confidence Limit,97
Scotland,2009,Morbid obesity: Not morbidly obese,Male,Percent,98
Scotland,2009,Morbid obesity: Not morbidly obese,Male,95% Lower Confidence Limit,97.8
Scotland,2009,Morbid obesity: Not morbidly obese,Male,95% Upper Confidence Limit,98.9
Scotland,2010,Healthy weight: Healthy weight,All,Percent,33
Scotland,2010,Healthy weight: Healthy weight,All,95% Lower Confidence Limit,31.3
Scotland,2010,Healthy weight: Healthy weight,All,95% Upper Confidence Limit,34.4
Scotland,2010,Healthy weight: Healthy weight,Female,Percent,36
Scotland,2010,Healthy weight: Healthy weight,Female,95% Lower Confidence Limit,33.7
Scotland,2010,Healthy weight: Healthy weight,Female,95% Upper Confidence Limit,37.5
Scotland,2010,Healthy weight: Healthy weight,Male,Percent,30
Scotland,2010,Healthy weight: Healthy weight,Male,95% Lower Confidence Limit,27.6
Scotland,2010,Healthy weight: Healthy weight,Male,95% Upper Confidence Limit,32.5
Scotland,2010,Healthy weight: Not healthy weight,All,Percent,67
Scotland,2010,Healthy weight: Not healthy weight,All,95% Lower Confidence Limit,65.6
Scotland,2010,Healthy weight: Not healthy weight,All,95% Upper Confidence Limit,68.7
Scotland,2010,Healthy weight: Not healthy weight,Female,Percent,64
Scotland,2010,Healthy weight: Not healthy weight,Female,95% Lower Confidence Limit,62.5
Scotland,2010,Healthy weight: Not healthy weight,Female,95% Upper Confidence Limit,66.3
Scotland,2010,Healthy weight: Not healthy weight,Male,Percent,70
Scotland,2010,Healthy weight: Not healthy weight,Male,95% Lower Confidence Limit,67.5
Scotland,2010,Healthy weight: Not healthy weight,Male,95% Upper Confidence Limit,72.4
Scotland,2010,Morbid obesity: Morbidly obese,All,Percent,2
Scotland,2010,Morbid obesity: Morbidly obese,All,95% Lower Confidence Limit,2
Scotland,2010,Morbid obesity: Morbidly obese,All,95% Upper Confidence Limit,2.8
Scotland,2010,Morbid obesity: Morbidly obese,Female,Percent,3
Scotland,2010,Morbid obesity: Morbidly obese,Female,95% Lower Confidence Limit,2.6
Scotland,2010,Morbid obesity: Morbidly obese,Female,95% Upper Confidence Limit,3.9
Scotland,2010,Morbid obesity: Morbidly obese,Male,Percent,2
Scotland,2010,Morbid obesity: Morbidly obese,Male,95% Lower Confidence Limit,1
Scotland,2010,Morbid obesity: Morbidly obese,Male,95% Upper Confidence Limit,2.2
Scotland,2010,Morbid obesity: Not morbidly obese,All,Percent,98
Scotland,2010,Morbid obesity: Not morbidly obese,All,95% Lower Confidence Limit,97.2
Scotland,2010,Morbid obesity: Not morbidly obese,All,95% Upper Confidence Limit,98
Scotland,2010,Morbid obesity: Not morbidly obese,Female,Percent,97
Scotland,2010,Morbid obesity: Not morbidly obese,Female,95% Lower Confidence Limit,96.1
Scotland,2010,Morbid obesity: Not morbidly obese,Female,95% Upper Confidence Limit,97.4
Scotland,2010,Morbid obesity: Not morbidly obese,Male,Percent,98
Scotland,2010,Morbid obesity: Not morbidly obese,Male,95% Lower Confidence Limit,97.8
Scotland,2010,Morbid obesity: Not morbidly obese,Male,95% Upper Confidence Limit,99
Scotland,2011,Healthy weight: Healthy weight,All,Percent,34
Scotland,2011,Healthy weight: Healthy weight,All,95% Lower Confidence Limit,32.3
Scotland,2011,Healthy weight: Healthy weight,All,95% Upper Confidence Limit,35.4
Scotland,2011,Healthy weight: Healthy weight,Female,Percent,38
Scotland,2011,Healthy weight: Healthy weight,Female,95% Lower Confidence Limit,36.6
Scotland,2011,Healthy weight: Healthy weight,Female,95% Upper Confidence Limit,40.2
Scotland,2011,Healthy weight: Healthy weight,Male,Percent,29
Scotland,2011,Healthy weight: Healthy weight,Male,95% Lower Confidence Limit,26.8
Scotland,2011,Healthy weight: Healthy weight,Male,95% Upper Confidence Limit,31.4
Scotland,2011,Healthy weight: Not healthy weight,All,Percent,66
Scotland,2011,Healthy weight: Not healthy weight,All,95% Lower Confidence Limit,64.6
Scotland,2011,Healthy weight: Not healthy weight,All,95% Upper Confidence Limit,67.7
Scotland,2011,Healthy weight: Not healthy weight,Female,Percent,62
Scotland,2011,Healthy weight: Not healthy weight,Female,95% Lower Confidence Limit,59.8
Scotland,2011,Healthy weight: Not healthy weight,Female,95% Upper Confidence Limit,63.4
Scotland,2011,Healthy weight: Not healthy weight,Male,Percent,71
Scotland,2011,Healthy weight: Not healthy weight,Male,95% Lower Confidence Limit,68.6
Scotland,2011,Healthy weight: Not healthy weight,Male,95% Upper Confidence Limit,73.2
Scotland,2011,Morbid obesity: Morbidly obese,All,Percent,3
Scotland,2011,Morbid obesity: Morbidly obese,All,95% Lower Confidence Limit,2.5
Scotland,2011,Morbid obesity: Morbidly obese,All,95% Upper Confidence Limit,3.4
Scotland,2011,Morbid obesity: Morbidly obese,Female,Percent,4
Scotland,2011,Morbid obesity: Morbidly obese,Female,95% Lower Confidence Limit,3.4
Scotland,2011,Morbid obesity: Morbidly obese,Female,95% Upper Confidence Limit,4.8
Scotland,2011,Morbid obesity: Morbidly obese,Male,Percent,2
Scotland,2011,Morbid obesity: Morbidly obese,Male,95% Lower Confidence Limit,1.2
Scotland,2011,Morbid obesity: Morbidly obese,Male,95% Upper Confidence Limit,2.3
Scotland,2011,Morbid obesity: Not morbidly obese,All,Percent,97
Scotland,2011,Morbid obesity: Not morbidly obese,All,95% Lower Confidence Limit,96.6
Scotland,2011,Morbid obesity: Not morbidly obese,All,95% Upper Confidence Limit,97.5
Scotland,2011,Morbid obesity: Not morbidly obese,Female,Percent,96
Scotland,2011,Morbid obesity: Not morbidly obese,Female,95% Lower Confidence Limit,95.2
